target_id,group_id,model_id,model_number,pool_role,path,native_pdb,metric_status,gdt_ts_proxy,gdt_ha_proxy,ca_lddt_proxy,tm_score_proxy,ca_rmsd_angstrom,ca_match_count,ca_match_basis,blockers,claim_boundary,rule_id
T1212,397,T1212TS397_4,4,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS397_4.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.483,0.000,0.000,0.053,32.682,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,397,T1212TS397_5,5,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS397_5.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.483,0.000,0.000,0.053,32.647,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,419,T1212TS419_1,1,model1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS419_1.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.751,0.161,0.002,0.036,39.625,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,419,T1212TS419_2,2,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS419_2.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,62.393,37.768,0.378,0.896,2.631,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,419,T1212TS419_3,3,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS419_3.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.912,0.215,0.002,0.034,41.110,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,419,T1212TS419_4,4,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS419_4.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,1.770,0.268,0.003,0.056,31.601,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,419,T1212TS419_5,5,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS419_5.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,3.326,0.697,0.007,0.174,16.822,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,423,T1212TS423_1,1,model1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS423_1.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.268,0.000,0.000,0.030,44.111,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,423,T1212TS423_2,2,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS423_2.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,1.824,0.376,0.004,0.067,28.819,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,423,T1212TS423_3,3,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS423_3.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.322,0.000,0.000,0.030,43.677,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,423,T1212TS423_4,4,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS423_4.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,2.092,0.536,0.005,0.065,29.127,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,423,T1212TS423_5,5,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS423_5.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,1.824,0.429,0.004,0.056,31.794,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,425,T1212TS425_1,1,model1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS425_1.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,2.200,0.644,0.006,0.106,22.380,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,425,T1212TS425_2,2,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS425_2.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,2.092,0.590,0.006,0.097,23.584,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
